Filename,Prediction,Confidence,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\93\93-4-1.jpg,a5c,0.918,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\34\34-3-1.jpg,a4c,0.918,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\187\187-3-1.jpg,a4c,0.917,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\414\414-3-1.jpg,a4c,0.917,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\433-442郁媛\433\433-3-3.jpg,a4c,0.917,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\455\455-1-2.jpg,a5c,0.917,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\518\518-3-3.jpg,a5c,0.917,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\583-592岱蓉\584\584-3-1.jpg,a4c,0.917,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\97\97-3-1.jpg,a4c,0.917,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\45\45-3-2.jpg,a5c,0.917,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\5\5-3-1.jpg,a4c,0.917,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\126\126-3-3.jpg,a4c,0.916,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\195\195-3-2.jpg,a4c,0.916,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\268\268-2-2.jpg,a5c,0.916,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\383\383-4-3.jpg,a5c,0.916,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\393-402季蓁\394\394-4-2.jpg,a5c,0.916,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\501\501-3-3.jpg,a4c,0.916,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\525\525-4-1.jpg,a5c,0.916,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\573\573-4-2.jpg,a5c,0.916,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\643-654靜華\643\643-3-3.jpg,a4c,0.916,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\78\78-3-1.jpg,a4c,0.916,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\122\122-3-1.jpg,a5c,0.915,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\133\133-3-3.jpg,a4c,0.915,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\135\135-3-2.jpg,a4c,0.915,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\233-242秀娟\234\234-3-2.jpg,a4c,0.915,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\313-322郁媛\318\318-3-2.jpg,a5c,0.915,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\313-322郁媛\322\322-3-1.jpg,a5c,0.915,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\373-382靜華\381\381-3-2.jpg,a4c,0.915,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\460\460-3-1.jpg,a4c,0.915,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\483-492琤珮\489\489-3-2.jpg,a5c,0.915,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\633-642季蓁\638\638-3-3.jpg,a5c,0.915,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\643-654靜華\654\654-3-2.jpg,a4c,0.915,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\62\62-3-3.jpg,a4c,0.915,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\77\77-3-2.jpg,a4c,0.915,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\19\19-3-3.jpg,a5c,0.915,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\9\9-3-2.jpg,a4c,0.915,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\117\117-3-2.jpg,a4c,0.914,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\119\119-3-1.jpg,a4c,0.914,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\129\129-3-3.jpg,a4c,0.914,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\143-152芝嫻\152\152-3-3.jpg,a4c,0.914,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\173-182秀娟\180\180-4-2.jpg,a5c,0.914,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\273-282季蓁\274\274-3-2.jpg,a4c,0.914,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\327\327-3-3.jpg,a5c,0.914,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\333-342季蓁\338\338-4-3.jpg,a5c,0.914,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\343-352岱蓉\345\345-3-1.jpg,a4c,0.914,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\403-412岱蓉\405\405-3-3.jpg,a5c,0.914,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\633-642季蓁\634\634-3-2.jpg,a4c,0.914,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\86\86-4-3.jpg,a5c,0.914,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\23\23-3-2.jpg,a4c,0.914,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\116\116-3-1.jpg,a4c,0.913,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\173-182秀娟\174\174-2-3.jpg,a5c,0.913,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\200\200-4-2.jpg,a5c,0.913,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\207\207-3-1.jpg,a4c,0.913,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\310\310-3-3.jpg,a4c,0.913,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\463-472岱蓉\463\463-2-1.jpg,a5c,0.913,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\553-562郁媛\562\562-3-1.jpg,a4c,0.913,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\570\570-3-1.jpg,a4c,0.913,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\623-632芝嫻\631\631-3-3.jpg,a5c,0.913,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\117\117-1-3.jpg,a5c,0.912,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\532\532-4-1.jpg,a5c,0.912,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\533-542秀娟\542\542-3-1.jpg,a5c,0.912,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\623-632芝嫻\628\628-3-1.jpg,a4c,0.912,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\633-642季蓁\634\634-3-3.jpg,a4c,0.912,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\94\94-3-3.jpg,a4c,0.912,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\163-172岱蓉\170\170-3-1.jpg,a4c,0.911,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\307\307-4-3.jpg,a5c,0.911,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\323-332芝嫻\327\327-3-1.jpg,a5c,0.911,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\390\390-3-3.jpg,a5c,0.911,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\473-482秀娟\481\481-3-3.jpg,a4c,0.911,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\550\550-4-3.jpg,a5c,0.911,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\580\580-4-2.jpg,a5c,0.911,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\593-602秀娟\595\595-3-2.jpg,a4c,0.911,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\103\103-4-3.jpg,a5c,0.911,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\76\76-3-2.jpg,a4c,0.911,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\48\48-4-1.jpg,a5c,0.911,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\223\223-2-1.jpg,a5c,0.91,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\268\268-3-1.jpg,a5c,0.91,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\343-352岱蓉\343\343-3-2.jpg,a4c,0.91,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\483-492琤珮\487\487-2-1.jpg,a5c,0.91,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\502\502-4-2.jpg,a5c,0.91,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\522\522-3-1.jpg,a5c,0.91,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\104\104-3-3.jpg,a4c,0.91,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\36\36-3-2.jpg,a4c,0.91,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\163-172岱蓉\166\166-4-1.jpg,a5c,0.909,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\267\267-4-3.jpg,a5c,0.909,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\313-322郁媛\321\321-4-2.jpg,a5c,0.909,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\343-352岱蓉\346\346-3-2.jpg,a5c,0.909,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\403-412岱蓉\403\403-4-2.jpg,a5c,0.909,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\433-442郁媛\439\439-4-2.jpg,a5c,0.909,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\433-442郁媛\439\439-4-3.jpg,a5c,0.909,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\460\460-4-1.jpg,a5c,0.909,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\493\493-3-2.jpg,a4c,0.909,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\79\79-3-2.jpg,a4c,0.909,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\34\34-3-2.jpg,a4c,0.909,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\163-172岱蓉\166\166-3-1.jpg,a4c,0.908,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\383\383-3-2.jpg,a5c,0.908,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\483-492琤珮\490\490-4-1.jpg,a5c,0.908,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\153-162季蓁\156\156-3-2.jpg,a4c,0.907,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\243-252琤珮\248\248-2-2.jpg,a5c,0.907,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\284\284-3-1.jpg,a5c,0.907,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\363-372琤珮\367\367-3-2.jpg,a5c,0.907,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\403-412岱蓉\410\410-2-2.jpg,a5c,0.907,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\443-452靜華\450\450-3-3.jpg,a4c,0.907,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\582\582-3-2.jpg,a4c,0.907,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\633-642季蓁\642\642-2-2.jpg,a5c,0.907,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\79\79-3-3.jpg,a4c,0.907,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\24\24-3-2.jpg,a5c,0.907,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\133\133-3-1.jpg,a5c,0.906,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\153-162季蓁\158\158-3-2.jpg,a4c,0.906,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\190\190-3-1.jpg,a4c,0.906,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\268\268-3-3.jpg,a5c,0.906,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\293-302靜華\293\293-4-3.jpg,a5c,0.906,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\333-342季蓁\342\342-4-3.jpg,a5c,0.906,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\462\462-3-2.jpg,a5c,0.906,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\503-512芝嫻\511\511-3-2.jpg,a5c,0.906,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\527\527-3-3.jpg,a4c,0.906,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\544\544-3-1.jpg,a5c,0.906,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\593-602秀娟\602\602-2-3.jpg,a5c,0.906,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\633-642季蓁\636\636-3-1.jpg,a4c,0.906,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\2\2-3-2.jpg,a5c,0.906,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\40\40-2-2.jpg,a5c,0.906,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\114\114-3-1.jpg,a5c,0.905,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\116\116-3-3.jpg,a4c,0.905,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\116\116-4-2.jpg,a5c,0.905,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\118\118-3-2.jpg,a4c,0.905,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\261\261-4-1.jpg,a5c,0.905,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\303-312靜華\306\306-2-3.jpg,a5c,0.905,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\433-442郁媛\439\439-3-3.jpg,a5c,0.905,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\522\522-2-3.jpg,a5c,0.905,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\59\59-3-1.jpg,a4c,0.905,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\97\97-4-2.jpg,a5c,0.905,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\143-152芝嫻\143\143-3-2.jpg,a4c,0.904,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\233-242秀娟\238\238-3-3.jpg,a4c,0.904,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\403-412岱蓉\410\410-3-1.jpg,a4c,0.904,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\553-562郁媛\554\554-1-2.jpg,a5c,0.904,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\593-602秀娟\596\596-3-2.jpg,a5c,0.904,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\633-642季蓁\636\636-2-2.jpg,a5c,0.904,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\633-642季蓁\636\636-2-3.jpg,a5c,0.904,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\59\59-3-2.jpg,a4c,0.904,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\91\91-3-2.jpg,a4c,0.904,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\113-122秀娟\119\119-3-2.jpg,a4c,0.903,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\173-182秀娟\175\175-3-3.jpg,a4c,0.903,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\49\49-3-3.jpg,a4c,0.903,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\133-142郁媛\137\137-3-3.jpg,a4c,0.902,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\163-172岱蓉\166\166-3-2.jpg,a4c,0.902,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\173-182秀娟\174\174-2-1.jpg,a5c,0.902,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\185\185-4-1.jpg,a5c,0.902,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\580\580-4-1.jpg,a5c,0.902,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\633-642季蓁\633\633-3-3.jpg,a4c,0.902,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\102\102-4-2.jpg,a5c,0.902,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\32\32-3-2.jpg,a4c,0.902,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\233-242秀娟\242\242-3-2.jpg,a4c,0.901,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\243-252琤珮\245\245-4-3.jpg,a5c,0.901,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\333-342季蓁\338\338-3-1.jpg,a5c,0.901,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\363-372琤珮\368\368-3-3.jpg,a4c,0.901,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\433-442郁媛\436\436-3-3.jpg,a5c,0.901,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\495\495-3-1.jpg,a4c,0.901,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\553-562郁媛\553\553-3-2.jpg,a5c,0.901,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\2\2-4-3.jpg,a5c,0.901,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\34\34-4-2.jpg,a5c,0.901,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\153-162季蓁\159\159-3-1.jpg,a5c,0.9,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\199\199-3-3.jpg,a4c,0.9,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\215\215-3-3.jpg,a5c,0.9,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\269\269-4-1.jpg,a5c,0.9,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\373-382靜華\378\478-4-3.jpg,a5c,0.9,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\414\414-3-2.jpg,a4c,0.9,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\413-422秀娟\416\416-3-2.jpg,a4c,0.9,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\463-472岱蓉\463\463-1-1.jpg,a5c,0.9,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\493\493-3-3.jpg,a4c,0.9,Keep
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\112\112-3-2.jpg,a4c,0.9,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\30\30-3-3.jpg,a4c,0.9,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\132\132-3-2.jpg,a5c,0.899,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\200\200-4-1.jpg,a5c,0.899,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\219\219-1-1.jpg,a5c,0.899,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\213-222靜華\221\221-3-2.jpg,a4c,0.899,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\223-232岱蓉\230\230-3-3.jpg,a4c,0.899,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\313-322郁媛\322\322-4-3.jpg,a5c,0.899,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\522\522-3-3.jpg,a5c,0.899,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\643-654靜華\645\645-2-2.jpg,a5c,0.899,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\123\123-4-2.jpg,a5c,0.898,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\205\205-3-3.jpg,a4c,0.898,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\211\211-3-3.jpg,a4c,0.898,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\263-272芝嫻\269\269-4-3.jpg,a5c,0.898,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\503-512芝嫻\508\508-4-3.jpg,a5c,0.898,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\513-522季蓁\514\514-3-3.jpg,a5c,0.898,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\548\548-3-3.jpg,a4c,0.898,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\563-572芝嫻\564\564-4-2.jpg,a5c,0.898,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\195\195-4-2.jpg,a5c,0.897,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\212\212-3-2.jpg,a4c,0.897,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\388\388-4-1.jpg,a5c,0.897,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\463-472岱蓉\468\468-1-3.jpg,a5c,0.897,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\523-532岱蓉\525\525-4-2.jpg,a5c,0.897,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\543-552琤珮\545\545-4-2.jpg,a5c,0.897,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\87\87-3-3.jpg,a4c,0.897,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\198\198-3-1.jpg,a5c,0.896,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\202\202-4-3.jpg,a5c,0.896,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\273-282季蓁\273\273-3-2.jpg,a4c,0.896,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\343-352岱蓉\349\349-2-1.jpg,a5c,0.896,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\390\390-2-1.jpg,a5c,0.896,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\579\579-4-1.jpg,a5c,0.896,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\123-132琤珮\127\127-4-2.jpg,a5c,0.895,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\183-192琤珮\184\184-3-1.jpg,a5c,0.895,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\193-202郁媛\195\195-4-1.jpg,a5c,0.895,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\205\205-3-1.jpg,a4c,0.895,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\383-392芝嫻\386\386-1-3.jpg,a5c,0.895,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\497\497-2-3.jpg,a5c,0.895,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\573-582季蓁\580\580-3-1.jpg,a5c,0.895,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\603-612琤珮\605\605-3-2.jpg,a5c,0.895,Keep
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\14\14-3-2.jpg,a5c,0.895,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\20\20-3-1.jpg,a5c,0.895,Discard
高量積水編號 1-49 標定完成版\高量積水編號 1-49 標定完成版\49\49-2-2.jpg,a5c,0.895,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\203-212芝嫻\212\212-3-1.jpg,a4c,0.894,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\283-292岱蓉\287\287-2-1.jpg,a5c,0.894,Discard
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\313-322郁媛\315\315-3-1.jpg,a5c,0.894,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\493-502郁媛\495\495-4-3.jpg,a5c,0.894,Discard
中量積水編號 50-112 標定完成版\中量積水編號 50-112 標定完成版\93\93-3-2.jpg,a4c,0.894,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\163-172岱蓉\169\169-3-2.jpg,a4c,0.893,Keep
中量積水編號 113-362標定完成版\中量積水編號 113-362標定完成版\253-262郁媛\256\256-3-1.jpg,a5c,0.893,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\423-432琤珮\429\429-4-1.jpg,a5c,0.893,Discard
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\453-462季蓁\459\459-3-1.jpg,a5c,0.893,Keep
中量積水編號 363-654標定完成版\中量積水編號 363-654標定完成版\463-472岱蓉\466\466-3-2.jpg,a5c,0.893,Discard
